source,url,title,price,period,property_type,bedrooms,bathrooms,toilets,property_address,size_sqm,furnishing,condition,amenities,description
Jiji,https://jiji.ng/woji/houses-apartments-for-rent/furnished-5bdrm-duplex-in-woji-for-rent-wQXf11dcJlCyQZQOfz6BC2WM.html?page=1&pos=1&cur_pos=1&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=0,Furnished 5bdrm Duplex in Woji for rent,15000000.0,per annum,Duplex,5.0,6.0,,Woji,580.0,Furnished,Fairly Used,"Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-bungalow-in-rd-road-off-okporo-port-harcourt-for-rent-3owC5BkLcHLruLPbkfiGLiB7.html?page=5&pos=14&cur_pos=14&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=109,"3bdrm Bungalow in Rd Road Off Okporo, Port-Harcourt for rent",4000000.0,per annum,Bungalow,3.0,4.0,,RD Road off Okporo by Artillery,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/jos/houses-apartments-for-rent/2bdrm-apartment-in-rayfield-jos-for-rent-zd8llPNJOop49r61A5fDY52m.html?page=3&pos=12&cur_pos=12&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=326,"2bdrm Apartment in Rayfield, Jos for rent",1500000.0,per annum,Apartment,2.0,2.0,2.0,Rayfield,850.0,Semi-Furnished,Renovated,"Hot Water, Kitchen Cabinets, Pop Ceiling, TV, Wardrobe",
Jiji,https://jiji.ng/isheri/houses-apartments-for-rent/2bdrm-apartment-in-buckner-estate-isheri-egbe-idimu-for-rent-cZvrM20s3qxv77qjehDUZGf0.html?page=3&pos=17&cur_pos=17&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=331,"2bdrm Apartment in Buckner Estate, Isheri / Egbe Idimu for rent",2500000.0,per annum,Apartment,2.0,2.0,3.0,Bola Ade Street Buckner,150.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/elekahia/houses-apartments-for-rent/furnished-2bdrm-duplex-in-elekahia-for-rent-fdJnpSGXY2EZTf6ugHU0EKo7.html?page=11&pos=8&cur_pos=8&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=247,Furnished 2bdrm Duplex in Elekahia for rent,6800000.0,per annum,Duplex,2.0,2.0,3.0,Off Stadium road Port Harcourt,5000.0,Furnished,Fairly Used,"Air Conditioning, Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/bwari-bwari/houses-apartments-for-rent/2bdrm-block-of-flats-in-bwari-bwari-for-rent-d1rE6zNTMwzkJ0t5h85DQ1RS.html?page=6&pos=12&cur_pos=12&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=398,2bdrm Block of Flats in Bwari / Bwari for rent,2000000.0,per annum,Block of Flats,2.0,2.0,3.0,T junction bwari,2000.0,Semi-Furnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-lekki-gardens-port-harcourt-for-rent-tpOdp5gKrmwgsy2SuVoZW1p.html?page=7&pos=20&cur_pos=20&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=163,"2bdrm Block of Flats in Lekki Gardens, Port-Harcourt for rent",10000000.0,per annum,Block of Flats,2.0,3.0,,GRA Phase 2,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/woji/houses-apartments-for-rent/2bdrm-block-of-flats-in-agip-estate-woji-for-rent-6oXAPh0Lh1xF6XfeMUOVixRF.html?page=9&pos=13&cur_pos=13&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=204,"2bdrm Block of Flats in Agip Estate, Woji for rent",2000000.0,per annum,Block of Flats,2.0,3.0,,Agip Estate,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/gwarinpa/houses-apartments-for-rent/furnished-studio-apartment-in-gwarinpa-for-rent-C3uqQz60YQsarIfMkXIgk4FH.html?page=4&pos=21&cur_pos=21&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=359,Furnished Studio Apartment in Gwarinpa for rent,450000.0,per month,Studio Apartment,1.0,1.0,,4th Avenue,15.0,Furnished,Renovated,"24-hour Electricity, Air Conditioning, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Refrigerator, Tiled Floor, TV, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-shell-cooperative-port-harcourt-for-rent-1A9mjL4VreWrByvPcV01ONsk.html?page=1&pos=13&cur_pos=13&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=12,"2bdrm Block of Flats in Shell Cooperative, Port-Harcourt for rent",3000000.0,per quarter,Block of Flats,2.0,3.0,,"Eliozu, portharcourt",930.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/old-gra/houses-apartments-for-rent/4bdrm-duplex-in-old-gra-for-rent-wJ3eLqvFL5AvuKoWx57IiTBE.html?page=10&pos=8&cur_pos=8&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=223,4bdrm Duplex in Old GRA for rent,24000000.0,per annum,Duplex,4.0,6.0,6.0,Off William Jumbo Old GRA Port Harcourt Nigeria,2451.0,Semi-Furnished,Newly-Built,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-cedarwood-estate-port-harcourt-for-rent-86rfwukPOj5a52zw0NMwzYME.html?page=7&pos=10&cur_pos=10&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=153,"3bdrm Block of Flats in Cedarwood Estate, Port-Harcourt for rent",3500000.0,per annum,Block of Flats,3.0,4.0,,SARS Road,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/ado-odo-ota/houses-apartments-for-rent/furnished-2bdrm-apartment-in-cloud-estate-ado-odo-ota-for-rent-nldV7P6hblwPTazvaLNS5v5e.html?page=7&pos=14&cur_pos=14&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=424,"Furnished 2bdrm Apartment in Cloud Estate, Ado-Odo/Ota for rent",1200000.0,per annum,Apartment,2.0,2.0,2.0,"5, Tosin Street",500.0,Furnished,Renovated,"24-hour Electricity, Chandelier, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/eden-garden-estate/houses-apartments-for-rent/4bdrm-duplex-in-eden-garden-estate-for-rent-3R7iMtCoFUJ9zeepyVpeVM1C.html?page=7&pos=24&cur_pos=24&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=434,4bdrm Duplex in Eden Garden Estate for rent,8500000.0,per annum,Duplex,4.0,4.0,5.0,Eden Garden Estate,400.0,Unfurnished,Newly-Built,"Chandelier, Balcony, 24-hour Electricity, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe, Dining Area",
Jiji,https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-duplex-in-cooplag-gardens-chevron-for-rent-sfAviJ0fG3EUQ4WTsASSGcsi.html?page=10&pos=9&cur_pos=9&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=491,"4bdrm Duplex in Cooplag Gardens, Chevron for rent",6000000.0,per annum,Duplex,4.0,4.0,5.0,"Cooplag Gardens Estate, Orchid Road",300.0,Unfurnished,Renovated,"Balcony, Dining Area, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/woji/houses-apartments-for-rent/2bdrm-block-of-flats-in-agip-estate-road-1-woji-for-rent-5uK0IkJ7pMGY8qGmFIVOVpvf.html?page=9&pos=7&cur_pos=7&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=198,"2bdrm Block of Flats in Agip Estate Road 1, Woji for rent",2000000.0,per annum,Block of Flats,2.0,3.0,,AGIP Estate Road 1,555.0,Semi-Furnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-ivory-heights-port-harcourt-for-rent-oO2dDP1MUIPm9Ah0uEg2Z9ZG.html?page=11&pos=12&cur_pos=12&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=251,"2bdrm Block of Flats in Ivory Heights, Port-Harcourt for rent",2500000.0,per annum,Block of Flats,2.0,3.0,,Shell corperative estate,465.0,Unfurnished,Newly-Built,"24-hour Electricity, Pop Ceiling, Pre-Paid Meter",
Jiji,https://jiji.ng/old-gra/houses-apartments-for-rent/3bdrm-apartment-in-old-gra-for-rent-2Djqm9fwzMuEDAdHnlNbz1HY.html?page=10&pos=17&cur_pos=17&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=232,3bdrm Apartment in Old GRA for rent,6000000.0,per annum,Apartment,3.0,4.0,4.0,Off Williams Jumbo Street Old GRA,684.0,Semi-Furnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/kubwa/houses-apartments-for-rent/2bdrm-apartment-in-fo1-kubwa-main-for-rent-ldkK5aymLblCr0RvDFUJDWn4.html?page=3&pos=8&cur_pos=8&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=322,2bdrm Apartment in Fo1 Kubwa Main for rent,3000000.0,per annum,Apartment,2.0,3.0,3.0,Fo1 kubwa Tarred road,600.0,Semi-Furnished,Fairly Used,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/5bdrm-duplex-in-port-harcourt-for-rent-zKdp9T1rHhz8yYBKsIILlEJf.html?page=9&pos=17&cur_pos=17&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=208,5bdrm Duplex in Port-Harcourt for rent,12000000.0,per annum,Duplex,5.0,5.0,,GRA,965.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/ph-gra-phase-3/houses-apartments-for-rent/3bdrm-block-of-flats-in-gra-port-harcourt-for-rent-8jId83hniRxmsyJDO8mILsvn.html?page=10&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=231,3bdrm Block of Flats in Gra Port Harcourt for rent,5000000.0,per annum,Block of Flats,3.0,3.0,3.0,"Off Sani Abacha Road, GRA Port Harcourt",942.0,Semi-Furnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-mopol-19-port-harcourt-for-rent-pO8yP4GQ7558jSmZ1cG98tqQ.html?page=3&pos=21&cur_pos=21&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=68,"3bdrm Block of Flats in Mopol 19, Port-Harcourt for rent",2500000.0,per annum,Block of Flats,3.0,4.0,3.0,Stadium road,465.0,Unfurnished,Renovated,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-port-harcourt-for-rent-m8EjVG8s7BBNaKbzIUJjDOn.html?page=6&pos=23&cur_pos=23&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=142,4bdrm Duplex in Port-Harcourt for rent,5000000.0,per annum,Duplex,4.0,4.0,,Rumudara off Tank,655.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/5bdrm-duplex-in-nta-estate-port-harcourt-for-rent-n21Hvu5E1KhgDcXsCBu7UWg.html?page=7&pos=19&cur_pos=19&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=162,"5bdrm Duplex in Nta Estate, Port-Harcourt for rent",3000000.0,per annum,Duplex,5.0,6.0,,NTA,645.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-shell-corporative-port-harcourt-for-rent-hjhSrKGNnOC8XItdpAQgbC6Y.html?page=8&pos=2&cur_pos=2&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=169,"2bdrm Block of Flats in Shell Corporative, Port-Harcourt for rent",2800000.0,per annum,Block of Flats,2.0,3.0,,Eneka link road,465.0,Unfurnished,Newly-Built,"24-hour Electricity, Air Conditioning, Chandelier, Dining Area, Kitchen Cabinets, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-bungalow-in-chinda-by-ada-george-port-harcourt-for-rent-baGlsIsvrlBU69xZPvUFgGxb.html?page=10&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=233,"3bdrm Bungalow in Chinda By Ada George, Port-Harcourt for rent",2300000.0,per annum,Bungalow,3.0,4.0,,Chinda by Ada George,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/owerri-municipal/houses-apartments-for-rent/1bdrm-block-of-flats-in-poly-nekede-owerri-for-rent-wKAhq8dF10IzI3ByBYeb6v8t.html?page=1&pos=2&cur_pos=2&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=268,"1bdrm Block of Flats in Poly Nekede, Owerri for rent",500000.0,per annum,Block of Flats,1.0,1.0,1.0,maternity Nekede,900.0,Semi-Furnished,Newly-Built,"24-hour Electricity, Balcony, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-rNSjy5t7zXYoFEziWJ2RTzzJ.html?page=10&pos=20&cur_pos=20&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=235,2bdrm Block of Flats in Port-Harcourt for rent,1200000.0,per annum,Block of Flats,2.0,3.0,,Cornerstone ozuoba,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/gwarinpa/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-gwarimpa-extension-gwarinpa-for-rent-mJbufmVCPZwDINz538uX7qwo.html?page=1&pos=18&cur_pos=18&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=284,"3bdrm Townhouse / Terrace in Gwarimpa Extension, Gwarinpa for rent",6500000.0,per annum,Townhouse / Terrace,3.0,3.0,4.0,Gwarimpa,300.0,Unfurnished,Newly-Built,"Balcony, Dining Area, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/karu/houses-apartments-for-rent/2bdrm-block-of-flats-in-faibel-apartments-karu-for-rent-rQOIWYDs3Wca1pxTEZfgls2z.html?page=10&pos=21&cur_pos=21&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=503,"2bdrm Block of Flats in Faibel Apartments,, Karu for rent",3500000.0,per annum,Block of Flats,2.0,3.0,3.0,"Plot 633 Karu extension,city college area",1000.0,Semi-Furnished,Fairly Used,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/maitama/houses-apartments-for-rent/3bdrm-apartment-in-maitama-for-rent-i5HWdMdV0PMSuJcIi18Jgbqo.html?page=7&pos=18&cur_pos=18&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=428,3bdrm Apartment in Maitama for rent,15000000.0,per annum,Apartment,3.0,3.0,4.0,Maitama,500.0,Unfurnished,Renovated,"Air Conditioning, Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/life-camp/houses-apartments-for-rent/furnished-3bdrm-block-of-flats-in-life-camp-for-rent-5Yh4uW9PuYrHMClarI4WQy2R.html?page=9&pos=6&cur_pos=6&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=464,Furnished 3bdrm Block of Flats in Life Camp for rent,7000000.0,per annum,Block of Flats,3.0,4.0,,Sharing fence with Custom Quarters Life Camp,1000.0,Furnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-nta-port-harcourt-for-rent-zW7K2HaclIOowF0O0a1CcFaO.html?page=6&pos=10&cur_pos=10&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=129,"2bdrm Block of Flats in Nta, Port-Harcourt for rent",1800000.0,per annum,Block of Flats,2.0,3.0,,NTA,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-port-harcourt-for-rent-ila1qKyH9GKYiUmtICIjSlos.html?page=3&pos=10&cur_pos=10&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=57,3bdrm Block of Flats in Port-Harcourt for rent,3500000.0,per annum,Block of Flats,3.0,4.0,,Shell corporative,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-port-harcourt-for-rent-sbUguqc4fC61O69umZtrNQWx.html?page=5&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=110,4bdrm Duplex in Port-Harcourt for rent,15000000.0,per annum,Duplex,4.0,5.0,,GRA phase 2,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/jos/houses-apartments-for-rent/3bdrm-apartment-in-rayfield-jos-for-rent-aLOKxkLYdMZFSfwpX47jRAOl.html?page=5&pos=10&cur_pos=10&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=372,"3bdrm Apartment in Rayfield, Jos for rent",3000000.0,per annum,Apartment,3.0,4.0,4.0,Rayfield,1150.0,Semi-Furnished,Fairly Used,"Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/choba/houses-apartments-for-rent/furnished-1bdrm-bedsitter-in-choba-for-rent-zPUqq0xN2UhSm5tgV80dZUND.html?page=10&pos=13&cur_pos=13&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=228,Furnished 1bdrm Bedsitter in Choba for rent,700000.0,per annum,Bedsitter,1.0,1.0,,Choba extension back of ken,1899.0,Furnished,Fairly Used,"24-hour Electricity, Pre-Paid Meter, Wardrobe",
Jiji,https://jiji.ng/enugu-north/houses-apartments-for-rent/4bdrm-duplex-in-british-adorable-enugu-for-rent-pC5My711kpBoBQeAq2UTfpaQ.html?page=1&pos=21&cur_pos=21&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=287,"4bdrm Duplex in British Adorable, Enugu for rent",3000000.0,per annum,Duplex,4.0,4.0,5.0,New Haven Extension,400.0,Semi-Furnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/ph-gra-phase-2/houses-apartments-for-rent/4bdrm-duplex-in-gra-phase-2-port-harcourt-for-rent-pzPvNCRtNFSDDow8oB3iY2LF.html?page=3&pos=2&cur_pos=2&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=49,4bdrm Duplex in GRA Phase 2 / Port-Harcourt for rent,7000000.0,per annum,Duplex,4.0,5.0,,GRA off king perekule,658.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-shell-corperative-port-harcourt-for-rent-a6FgJlNM2y9I90MQU0ZzmecR.html?page=7&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=158,"2bdrm Block of Flats in Shell Corperative, Port-Harcourt for rent",2800000.0,per annum,Block of Flats,2.0,3.0,,Eneka Link Road,658.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/eden-garden-estate/houses-apartments-for-rent/5bdrm-duplex-in-eden-garden-estate-for-rent-7y2VPo2FghgB3ULiVYi6D1no.html?page=3&pos=6&cur_pos=6&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=320,5bdrm Duplex in Eden Garden Estate for rent,8000000.0,per annum,Duplex,5.0,5.0,5.0,Eden Garden Estate Ajah Lagos,500.0,Unfurnished,Fairly Used,"Dining Area, Balcony, 24-hour Electricity, Kitchen Cabinets, Kitchen Shelf, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/eliozu/houses-apartments-for-rent/2bdrm-block-of-flats-in-eliozu-for-rent-mELYLTOA21KOtgp2jRi84SlC.html?page=7&pos=21&cur_pos=21&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=164,2bdrm Block of Flats in Eliozu for rent,1700000.0,per annum,Block of Flats,2.0,3.0,,Rukpaklusi,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/abule-ado/houses-apartments-for-rent/furnished-mini-flat-in-diamond-estate-abule-ado-for-rent-sj1oV8hJiO4HAnQHcfrRP37Q.html?page=8&pos=11&cur_pos=11&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=445,"Furnished Mini Flat in Diamond Estate, Abule Ado for rent",1500000.0,per annum,Mini Flat,1.0,1.0,,Soba Abule ado,700.0,Furnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/ikeja-gra/houses-apartments-for-rent/4bdrm-duplex-in-ikeja-gra-for-rent-wVUIOO4LYeJk2DFWQnQDcfIE.html?page=9&pos=15&cur_pos=15&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=473,4bdrm Duplex in Ikeja Gra for rent,25000000.0,per annum,Duplex,4.0,4.0,5.0,Oduduwa,1200.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/maitama/houses-apartments-for-rent/8bdrm-duplex-in-maitama-for-rent-ri7qX99D0CNmxGZVSkVzUSGE.html?page=8&pos=23&cur_pos=23&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=457,8bdrm Duplex in Maitama for rent,50000000.0,per annum,Duplex,8.0,8.0,9.0,Maitama district,2000.0,Unfurnished,Fairly Used,"24-hour Electricity, Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-8a8onxdXtwYnxLV8z371WAJM.html?page=9&pos=5&cur_pos=5&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=196,2bdrm Block of Flats in Port-Harcourt for rent,1500000.0,per annum,Block of Flats,2.0,3.0,,Ada George,465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-89DmHdwW2QvLabsWrQMFuDru.html?page=7&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=149,2bdrm Block of Flats in Port-Harcourt for rent,1800000.0,per annum,Block of Flats,2.0,3.0,,ozuoba off NTA Road,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-3bdrm-bungalow-in-port-harcourt-for-rent-7R0o3olHbHUJDojt7QWfQlUt.html?page=2&pos=22&cur_pos=22&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=45,Furnished 3bdrm Bungalow in Port-Harcourt for rent,5000000.0,per annum,Bungalow,3.0,4.0,,Egbelu off Iwofe road,555.0,Furnished,Newly-Built,,
Jiji,https://jiji.ng/owerri-municipal/houses-apartments-for-rent/furnished-2bdrm-apartment-in-irete-market-onitsha-owerri-for-rent-hLyTVwoBlrYgZ4IKj5kdiyjj.html?page=1&pos=3&cur_pos=3&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=269,"Furnished 2bdrm Apartment in Irete Market Onitsha, Owerri for rent",1000000.0,per month,Apartment,2.0,2.0,3.0,Irete market,700.0,Furnished,Newly-Built,"24-hour Electricity, Balcony, Air Conditioning, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor",
